3.700000000000e+005	7.093054293555e-002
3.700255583954e+005	7.095579729293e-002
3.700511167908e+005	7.098106751226e-002
3.700766751861e+005	7.100635360684e-002
3.701022335815e+005	7.103165559300e-002
3.701277919769e+005	7.105697348418e-002
3.701533503723e+005	7.108230729795e-002
3.701789087676e+005	7.110765704713e-002
3.702044671630e+005	7.113302274854e-002
3.702300255584e+005	7.115840441616e-002
3.702555839538e+005	7.118380206588e-002
3.702811423491e+005	7.120921571244e-002
3.703067007445e+005	7.123464537248e-002
3.703322591399e+005	7.126009105864e-002
3.703578175353e+005	7.128555278834e-002
3.703833759307e+005	7.131103057659e-002
3.704089343260e+005	7.133652443890e-002
3.704344927214e+005	7.136203438921e-002
3.704600511168e+005	7.138756044366e-002
3.704856095122e+005	7.141310261912e-002
3.705111679075e+005	7.143866092843e-002
3.705367263029e+005	7.146423538832e-002
3.705622846983e+005	7.148982601455e-002
3.705878430937e+005	7.151543282213e-002
3.706134014891e+005	7.154105582622e-002
3.706389598844e+005	7.156669504309e-002
3.706645182798e+005	7.159235048732e-002
3.706900766752e+005	7.161802217537e-002
3.707156350706e+005	7.164371012237e-002
3.707411934659e+005	7.166941434347e-002
3.707667518613e+005	7.169513485502e-002
3.707923102567e+005	7.172087167248e-002
3.708178686521e+005	7.174662481105e-002
3.708434270474e+005	7.177239428699e-002
3.708689854428e+005	7.179818011460e-002
3.708945438382e+005	7.182398231208e-002
3.709201022336e+005	7.184980089305e-002
3.709456606290e+005	7.187563587387e-002
3.709712190243e+005	7.190148727002e-002
3.709967774197e+005	7.192735509793e-002
3.710223358151e+005	7.195323937259e-002
3.710478942105e+005	7.197914011050e-002
3.710734526058e+005	7.200505732755e-002
3.710990110012e+005	7.203099103883e-002
3.711245693966e+005	7.205694126152e-002
3.711501277920e+005	7.208290800955e-002
3.711756861874e+005	7.210889130077e-002
3.712012445827e+005	7.213489114996e-002
3.712268029781e+005	7.216090757358e-002
3.712523613735e+005	7.218694058731e-002
3.712779197689e+005	7.221299020771e-002
3.713034781642e+005	7.223905644931e-002
3.713290365596e+005	7.226513933073e-002
3.713545949550e+005	7.229123886574e-002
3.713801533504e+005	7.231735507149e-002
3.714057117457e+005	7.234348796366e-002
3.714312701411e+005	7.236963755798e-002
3.714568285365e+005	7.239580387213e-002
3.714823869319e+005	7.242198692048e-002
3.715079453273e+005	7.244818672070e-002
3.715335037226e+005	7.247440328748e-002
3.715590621180e+005	7.250063663911e-002
3.715846205134e+005	7.252688678877e-002
3.716101789088e+005	7.255315375563e-002
3.716357373041e+005	7.257943755490e-002
3.716612956995e+005	7.260573820339e-002
3.716868540949e+005	7.263205571636e-002
3.717124124903e+005	7.265839011051e-002
3.717379708857e+005	7.268474140243e-002
3.717635292810e+005	7.271110960937e-002
3.717890876764e+005	7.273749474610e-002
3.718146460718e+005	7.276389683052e-002
3.718402044672e+005	7.279031587736e-002
3.718657628625e+005	7.281675190593e-002
3.718913212579e+005	7.284320492948e-002
3.719168796533e+005	7.286967496625e-002
3.719424380487e+005	7.289616203238e-002
3.719679964440e+005	7.292266614559e-002
3.719935548394e+005	7.294918732040e-002
3.720191132348e+005	7.297572557438e-002
3.720446716302e+005	7.300228092493e-002
3.720702300256e+005	7.302885338913e-002
3.720957884209e+005	7.305544298119e-002
